data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-08-30 13:06:51.490054;2658;Diadema;Rafael Alves;"Smart TV 50"" 4K";Richard Burke;masculino;credito
2024-08-30 15:43:51.410532;2659;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Eugenio Seller;masculino;dinheiro
2024-08-30 17:25:55.198182;2660;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Jason Kinsler;masculino;credito
2024-08-31 08:19:13.522089;2661;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Douglas Varner;masculino;credito
2024-08-31 08:37:50.657343;2662;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Willie Ready;feminino;credito
2024-08-31 09:18:20.840608;2663;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Mary Beedle;feminino;boleto
2024-08-31 10:27:45.810375;2664;São Paulo;João Silva;Smartphone 5G 128GB;Albert Humphrey;masculino;credito
2024-08-31 11:23:12.794159;2665;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Ester Robinson;feminino;credito
2024-08-31 13:18:20.463184;2666;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Michael Cudney;masculino;credito
2024-08-31 14:44:52.645245;2667;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Jessica Daniels;feminino;dinheiro
2024-08-31 16:03:55.559945;2668;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Daniel Helms;feminino;credito
2024-08-31 16:53:57.855993;2669;Osasco;Lucas Lima;"Smart TV 50"" 4K";Martha Frenzel;feminino;credito
2024-09-01 06:38:52.622561;2670;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Shelby Johnson;masculino;credito
2024-09-01 07:06:50.623199;2671;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Susan Bannerman;feminino;boleto
2024-09-01 07:17:53.700868;2672;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Esther Arant;feminino;boleto
2024-09-01 12:49:11.166417;2673;Santo André;Bruno Rocha;Smartphone 5G 128GB;Anamaria Bynum;feminino;pix
2024-09-01 14:22:08.276032;2674;São Paulo;Maria Souza;"Smart TV 50"" 4K";Anthony Tibbetts;masculino;boleto
2024-09-01 17:08:52.959007;2675;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Laurel Tallarico;feminino;dinheiro
2024-09-01 17:17:20.865063;2676;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Daphne Murdock;feminino;credito
2024-09-02 09:30:56.401478;2677;São Paulo;Maria Souza;Caixa de Som Bluetooth;Keith Powell;masculino;credito
2024-09-02 13:28:53.955510;2678;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Abraham Jones;masculino;credito
2024-09-02 16:13:46.205980;2679;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Josephine Shanholtzer;feminino;dinheiro
2024-09-03 07:30:56.554960;2680;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Ralph Biddle;masculino;pix
2024-09-03 07:41:05.451711;2681;Osasco;Lucas Lima;"Smart TV 50"" 4K";Victoria Moore;feminino;debito
2024-09-03 08:42:10.950183;2682;Osasco;Lucas Lima;Smartphone 5G 128GB;Emma Turbacuski;feminino;dinheiro
2024-09-03 09:08:47.725138;2683;São Paulo;João Silva;Caixa de Som Bluetooth;Laurie Badilla;feminino;credito
2024-09-03 10:34:58.488185;2684;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Dorothy Coachman;feminino;dinheiro
2024-09-03 10:39:49.523099;2685;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Mary Billups;feminino;credito
2024-09-03 11:13:06.751397;2686;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Malinda Irion;feminino;credito
2024-09-03 11:32:04.702733;2687;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Bobby Brown;masculino;credito
2024-09-03 13:41:59.692561;2688;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Bessie Walker;feminino;credito
2024-09-03 13:58:00.964207;2689;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Melanie Campbell;feminino;credito
2024-09-03 14:18:06.835251;2690;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Elizabeth Dinsmoor;feminino;dinheiro
2024-09-03 17:27:01.821762;2691;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Sammie Stewarts;feminino;credito
2024-09-03 17:36:50.229269;2692;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Craig Poe;masculino;credito
2024-09-04 07:34:15.657807;2693;Osasco;Lucas Lima;"Smart TV 50"" 4K";Peggy Nesmith;feminino;dinheiro
2024-09-04 10:44:19.663315;2694;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Lyn Jones;feminino;credito
2024-09-04 15:09:55.204202;2695;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;George Fagen;masculino;credito
2024-09-04 15:44:20.363140;2696;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Tyler Vargas;masculino;dinheiro
2024-09-04 16:00:58.286835;2697;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Ronald Ferguson;masculino;dinheiro
2024-09-04 16:07:59.659275;2698;Osasco;Lucas Lima;"Smart TV 50"" 4K";Gladys Shearon;feminino;debito
2024-09-04 17:26:59.829974;2699;Osasco;Juliana Costa;"Smart TV 50"" 4K";Terry Sexton;masculino;credito
2024-09-04 17:32:20.063792;2700;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Geraldo Shim;masculino;credito
2024-09-05 06:49:58.235111;2701;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Steven Pinc;masculino;pix
2024-09-05 07:16:03.931691;2702;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Oscar Madrid;masculino;credito
2024-09-05 07:53:59.012077;2703;Osasco;Juliana Costa;Caixa de Som Bluetooth;Kristin Yates;feminino;credito
2024-09-05 09:50:00.760883;2704;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Serena Severy;feminino;dinheiro
2024-09-05 10:48:50.147598;2705;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Paul Stonge;masculino;credito
2024-09-05 11:33:53.008320;2706;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Ronald Miyamoto;masculino;credito
2024-09-05 15:56:52.050122;2707;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Simon Weaver;masculino;boleto
2024-09-06 08:02:47.840380;2708;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Ricky Cain;masculino;credito
2024-09-06 11:28:50.796337;2709;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Deborah Harrison;feminino;credito
2024-09-06 11:53:55.954925;2710;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Kevin Knight;masculino;credito
2024-09-06 17:37:01.738108;2711;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Kimberley May;feminino;credito
2024-09-07 16:29:45.909515;2712;São Paulo;Maria Souza;Caixa de Som Bluetooth;Fred Daniels;masculino;boleto
2024-09-07 17:00:47.661017;2713;Diadema;Rafael Alves;"Smart TV 50"" 4K";Rosie Miland;feminino;credito
2024-09-07 17:28:47.977878;2714;Osasco;Lucas Lima;Caixa de Som Bluetooth;Alice Lessard;feminino;credito
2024-09-08 07:27:18.435617;2715;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Bonnie Kay;feminino;boleto
2024-09-08 08:07:51.941896;2716;São Paulo;Maria Souza;"Smart TV 50"" 4K";Mary Dunn;feminino;credito
2024-09-08 08:18:03.919087;2717;São Paulo;João Silva;Smartphone 5G 128GB;Leanna Colton;feminino;debito
2024-09-08 10:28:45.909515;2718;São Paulo;Maria Souza;Smartphone 5G 128GB;Tara Little;feminino;credito
2024-09-08 11:10:58.392730;2719;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Tammy Lipscomb;feminino;credito
2024-09-08 15:59:19.692384;2720;Osasco;Juliana Costa;Caixa de Som Bluetooth;Margaret Trowery;feminino;pix
2024-09-09 07:18:02.548763;2721;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Martin Wicker;masculino;credito
2024-09-09 09:25:45.506879;2722;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;George Pokswinski;masculino;credito
2024-09-09 11:21:52.382108;2723;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Dallas Jacques;masculino;credito
2024-09-09 12:10:58.405754;2724;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Linda Stamper;feminino;credito
2024-09-09 15:20:46.945075;2725;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Robert Garcia;masculino;credito
2024-09-09 17:17:50.030300;2726;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Donna Canavan;feminino;boleto
2024-09-10 06:53:17.847407;2727;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Clara Twine;feminino;credito
2024-09-10 08:22:21.981092;2728;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Felicia Schrier;feminino;credito
2024-09-10 09:50:04.735801;2729;São Paulo;Maria Souza;"Smart TV 50"" 4K";Bobby Michell;masculino;credito
2024-09-10 09:54:10.149875;2730;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Gloria Anderson;feminino;credito
2024-09-10 10:08:46.157752;2731;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;John Lank;masculino;credito
2024-09-10 10:48:54.094785;2732;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Esther Harrell;feminino;debito
2024-09-10 10:49:17.416366;2733;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Erin Engel;feminino;dinheiro
2024-09-10 11:02:06.395969;2734;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Curtis Gonzalez;masculino;credito
2024-09-10 17:23:08.341430;2735;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Margaret Taylor;feminino;boleto
2024-09-11 06:43:46.386005;2736;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Tracy Macchione;feminino;pix
2024-09-11 09:04:44.777829;2737;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;June Hollis;feminino;pix
2024-09-11 10:43:52.430253;2738;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Pamela Mcdonald;feminino;credito
2024-09-11 11:21:51.410532;2739;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Sandra Weimer;feminino;credito
2024-09-11 12:33:57.097513;2740;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Betty Romero;feminino;credito
2024-09-11 16:55:44.692148;2741;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Christopher Johnson;masculino;credito
2024-09-12 12:12:50.926905;2742;São Paulo;João Silva;"Smart TV 50"" 4K";Henrietta Clynes;feminino;credito
2024-09-12 12:36:20.504947;2743;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Jill Aman;feminino;credito
2024-09-12 15:24:47.019712;2744;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Catherine Valcourt;feminino;credito
2024-09-13 06:42:12.216061;2745;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Michael Short;masculino;credito
2024-09-13 10:08:47.118260;2746;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Ellen Reis;feminino;dinheiro
2024-09-13 11:01:59.997980;2747;Osasco;Lucas Lima;"Smart TV 50"" 4K";Bertha Thibodeaux;feminino;credito
2024-09-13 14:16:05.785170;2748;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Moshe Mcdermott;masculino;boleto
2024-09-13 15:37:55.839720;2749;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Mary Manuel;feminino;credito
2024-09-13 15:38:54.955382;2750;Osasco;Juliana Costa;Smartphone 5G 128GB;Barbara Wright;feminino;credito
2024-09-13 16:49:51.492811;2751;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Ann Lindsay;feminino;credito
2024-09-14 06:55:18.297096;2752;São Paulo;Maria Souza;Smartphone 5G 128GB;Gladys Garcia;feminino;credito
2024-09-14 08:28:55.507287;2753;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Christy Gannett;feminino;pix
2024-09-14 11:12:08.720369;2754;São Paulo;Maria Souza;Caixa de Som Bluetooth;Sandra Ramos;feminino;credito
2024-09-14 11:24:56.655123;2755;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;John Palacios;masculino;boleto
2024-09-14 11:45:18.476676;2756;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Irene Weikel;feminino;boleto
2024-09-14 12:20:47.977878;2757;Osasco;Lucas Lima;"Smart TV 50"" 4K";Susan Brooks;feminino;dinheiro
2024-09-14 13:28:53.512109;2758;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Jose Brown;masculino;credito
2024-09-14 13:30:13.886442;2759;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Aurora Schlesser;feminino;credito
2024-09-15 07:07:57.054669;2760;Osasco;Lucas Lima;Smartphone 5G 128GB;Melissa Nunley;feminino;boleto
2024-09-15 09:00:12.305410;2761;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Kevin Berry;masculino;pix
2024-09-15 09:07:46.779926;2762;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";John Gifford;masculino;credito
2024-09-15 09:38:44.275716;2763;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Elanor Riley;feminino;boleto
2024-09-15 09:59:09.909572;2764;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Tony Kim;masculino;credito
2024-09-15 10:57:56.939539;2765;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Heriberto Cox;masculino;pix
2024-09-15 11:03:11.391463;2766;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;John Lopez;masculino;credito
2024-09-15 12:50:51.295596;2767;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Clinton Berg;masculino;credito
2024-09-15 17:03:04.179535;2768;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;John Gondek;masculino;credito
2024-09-15 17:09:22.005996;2769;Osasco;Lucas Lima;Caixa de Som Bluetooth;Karen Hanrahan;feminino;dinheiro
2024-09-16 07:10:51.490054;2770;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Mary Coleman;feminino;credito
2024-09-16 10:46:52.242636;2771;São Paulo;Maria Souza;"Smart TV 50"" 4K";Craig Breden;masculino;credito
2024-09-16 11:09:07.904244;2772;São Paulo;Maria Souza;Caixa de Som Bluetooth;Jennifer Vesely;feminino;credito
2024-09-16 11:32:51.213507;2773;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Vernon Padilla;masculino;credito
2024-09-16 14:42:00.228782;2774;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Juanita Hodson;feminino;credito
2024-09-16 17:01:59.438010;2775;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Rex Becker;masculino;debito
2024-09-17 08:12:58.423503;2776;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Carlton Conley;masculino;debito
2024-09-17 09:28:46.369454;2777;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Lucinda Norris;feminino;credito
2024-09-17 09:53:46.559888;2778;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Isabel Miller;feminino;dinheiro
2024-09-17 10:30:11.383436;2779;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Delores Simmons;feminino;credito
2024-09-17 11:29:18.816270;2780;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Martha Jung;feminino;credito
2024-09-17 14:37:14.038400;2781;São Paulo;Maria Souza;Smartphone 5G 128GB;Glenn Gauvin;masculino;credito
2024-09-17 15:03:48.749134;2782;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Bertha Heath;feminino;credito
2024-09-17 16:04:03.135366;2783;São Paulo;Maria Souza;"Smart TV 50"" 4K";Edith Marsh;feminino;pix
2024-09-17 16:09:07.067893;2784;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Scott Huntington;masculino;credito
2024-09-17 17:04:48.635271;2785;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Shannon Schneider;feminino;credito
2024-09-18 09:58:07.606804;2786;Diadema;Rafael Alves;Caixa de Som Bluetooth;Angel Waddill;masculino;pix
2024-09-18 11:50:04.395465;2787;São Paulo;João Silva;"Smart TV 50"" 4K";Eric Fitzhenry;masculino;dinheiro
2024-09-18 14:22:18.734125;2788;São Paulo;Maria Souza;Smartphone 5G 128GB;Charlotte Smith;feminino;credito
2024-09-19 06:38:54.276993;2789;Diadema;Rafael Alves;Smartphone 5G 128GB;Katherine Ayala;feminino;boleto
2024-09-19 06:56:50.796337;2790;São Paulo;João Silva;Smartphone 5G 128GB;Becky Eaton;feminino;credito
2024-09-19 08:00:09.257499;2791;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Jean Quick;feminino;credito
2024-09-19 09:38:08.003595;2792;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Mary Griggs;feminino;credito
2024-09-19 12:48:11.367078;2793;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Richard Nissen;masculino;credito
2024-09-19 14:11:21.997851;2794;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Daniel Rucker;masculino;credito
2024-09-19 14:47:44.827489;2795;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Margaret Pierce;feminino;credito
2024-09-20 09:10:02.319472;2796;Diadema;Rafael Alves;Smartphone 5G 128GB;Kay Hudson;feminino;credito
2024-09-20 12:30:55.741000;2797;Osasco;Lucas Lima;"Smart TV 50"" 4K";Kevin Emmerich;masculino;credito
2024-09-20 14:05:18.185752;2798;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Melvin Livingston;masculino;debito
2024-09-20 15:13:06.113055;2799;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Patricia Brayton;feminino;credito
2024-09-20 15:29:50.710554;2800;São Paulo;João Silva;Caixa de Som Bluetooth;Jaime Howell;masculino;credito
2024-09-21 07:40:56.627424;2801;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Kenneth Menard;masculino;pix
2024-09-21 09:43:19.248840;2802;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Natasha Rocha;feminino;credito
2024-09-21 13:07:54.193710;2803;São Paulo;João Silva;Caixa de Som Bluetooth;Jonathan Hackney;masculino;credito
2024-09-21 13:34:48.164154;2804;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Thomas Baker;masculino;debito
2024-09-21 13:43:21.050455;2805;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Phyllis Petty;feminino;credito
2024-09-21 13:55:47.250827;2806;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Norma Murray;feminino;dinheiro
2024-09-21 15:37:51.749730;2807;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Brian Robinson;masculino;boleto
2024-09-21 15:54:03.135755;2808;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Myung Sawyer;feminino;dinheiro
2024-09-21 17:23:18.576324;2809;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Brent Arriola;masculino;dinheiro
2024-09-22 09:47:54.470984;2810;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Charles Anderson;masculino;pix
2024-09-22 09:51:08.935791;2811;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Helene Clark;feminino;pix
2024-09-22 10:55:11.218677;2812;Osasco;Juliana Costa;"Smart TV 50"" 4K";Patricia Huang;feminino;credito
2024-09-22 10:59:02.277965;2813;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Donald Clark;masculino;pix
2024-09-22 11:06:08.588887;2814;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;David Wallace;masculino;debito
2024-09-22 11:57:19.832132;2815;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Romeo Bustad;masculino;dinheiro
2024-09-22 12:27:12.702252;2816;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Eleanor Blake;feminino;boleto
2024-09-22 16:02:16.647657;2817;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Carmen Collins;feminino;credito
2024-09-22 16:10:18.314012;2818;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;William Icardo;masculino;credito
2024-09-22 16:14:00.329532;2819;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Jonathan Crooks;masculino;credito
2024-09-22 17:23:07.639953;2820;São Paulo;João Silva;Smartphone 5G 128GB;Kelly Jepson;feminino;pix
2024-09-23 07:44:03.438639;2821;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Jan Blair;feminino;credito
2024-09-23 08:18:02.319472;2822;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Margaret Hall;feminino;credito
2024-09-23 09:17:51.198744;2823;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Gregory Reed;masculino;credito
2024-09-23 13:04:17.736411;2824;São Paulo;Maria Souza;Smartphone 5G 128GB;Maurice Dunne;masculino;dinheiro
2024-09-23 13:05:22.005996;2825;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Lucinda Mitchell;feminino;credito
2024-09-23 13:37:48.938353;2826;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Jason Jedele;masculino;credito
2024-09-23 13:55:50.813018;2827;São Paulo;Maria Souza;"Smart TV 50"" 4K";John Helt;masculino;credito
2024-09-23 14:27:54.971566;2828;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Sheila Roghair;feminino;dinheiro
2024-09-23 14:58:19.784847;2829;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Rose Williams;feminino;credito
2024-09-23 16:13:55.775654;2830;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Joshua Hinzman;masculino;credito
2024-09-23 16:43:14.904139;2831;Osasco;Juliana Costa;Caixa de Som Bluetooth;Diana Cameron;feminino;debito
2024-09-24 06:38:54.890047;2832;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Bryan Race;masculino;dinheiro
2024-09-24 06:59:50.542860;2833;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Emma Wiggins;feminino;credito
2024-09-24 08:52:14.920470;2834;Osasco;Juliana Costa;Smartphone 5G 128GB;Travis Gross;masculino;credito
2024-09-24 10:31:14.915044;2835;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Chris Buckley;masculino;boleto
2024-09-24 10:54:56.275620;2836;Diadema;Rafael Alves;"Smart TV 50"" 4K";Anthony Thomas;masculino;credito
2024-09-24 13:35:56.669003;2837;Santo André;Bruno Rocha;Smartphone 5G 128GB;Erik Angelo;masculino;dinheiro
2024-09-24 13:48:02.777761;2838;São Paulo;João Silva;Caixa de Som Bluetooth;Jimmy Crank;masculino;credito
2024-09-24 16:05:00.189731;2839;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;John Perez;masculino;credito
2024-09-24 17:37:54.914272;2840;Diadema;Rafael Alves;Caixa de Som Bluetooth;Sara Bell;feminino;dinheiro
2024-09-25 06:58:53.529455;2841;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Viola Rodriquez;feminino;credito
2024-09-25 07:10:01.359835;2842;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Pam Mills;feminino;credito
2024-09-25 09:05:48.650596;2843;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Marie Johnson;feminino;credito
2024-09-25 09:09:21.955864;2844;São Paulo;Maria Souza;"Smart TV 50"" 4K";Marvella Lebel;feminino;pix
2024-09-25 09:12:45.827118;2845;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Maria Spencer;feminino;boleto
2024-09-25 15:42:47.341036;2846;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Mark Miller;masculino;credito
2024-09-25 17:14:10.601665;2847;Santo André;Bruno Rocha;Smartphone 5G 128GB;Walter Pelley;masculino;credito
2024-09-26 09:43:47.998590;2848;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Dustin Kazmierczak;masculino;credito
2024-09-26 11:32:54.160576;2849;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Jennifer Smith;feminino;debito
2024-09-26 11:35:16.036241;2850;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;William Branz;masculino;credito
2024-09-26 12:52:03.554028;2851;Osasco;Juliana Costa;Smartphone 5G 128GB;Maria Rosselle;feminino;dinheiro
2024-09-26 14:26:47.532273;2852;Osasco;Lucas Lima;Smartphone 5G 128GB;Agnes Cole;feminino;credito
2024-09-26 15:42:59.003858;2853;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Rhonda Rice;feminino;boleto
2024-09-26 16:16:08.456468;2854;São Paulo;João Silva;Smartphone 5G 128GB;Doris Vasquez;feminino;boleto
2024-09-26 17:36:05.618779;2855;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Kasey Peck;feminino;debito
2024-09-27 09:36:14.265895;2856;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;John Little;masculino;credito
2024-09-27 09:43:03.019147;2857;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Dorothy Robles;feminino;credito
2024-09-27 13:18:01.103266;2858;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Scott Power;masculino;credito
2024-09-27 14:22:13.188361;2859;São Paulo;Maria Souza;Smartphone 5G 128GB;Rhonda Rohe;feminino;pix
2024-09-27 15:25:58.527409;2860;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Henry Grubb;masculino;credito
2024-09-27 17:24:54.285179;2861;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Mike Cooper;masculino;dinheiro
2024-09-28 06:46:12.984074;2862;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Mario Alberto;masculino;credito
2024-09-28 08:55:50.708547;2863;Diadema;Rafael Alves;Smartphone 5G 128GB;Robert Duvall;masculino;credito
2024-09-28 10:53:47.398687;2864;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Michael Keena;masculino;credito
2024-09-28 11:45:12.727398;2865;Diadema;Rafael Alves;Caixa de Som Bluetooth;Raymond Mosley;masculino;credito
2024-09-28 14:16:51.899870;2866;São Paulo;Maria Souza;"Smart TV 50"" 4K";Daniel Ryburn;masculino;debito
2024-09-28 15:47:51.781566;2867;Osasco;Juliana Costa;"Smart TV 50"" 4K";Geraldine Keene;feminino;credito
2024-09-29 07:22:48.684165;2868;São Paulo;Maria Souza;Smartphone 5G 128GB;Yasmin Bravo;feminino;dinheiro
2024-09-29 08:20:55.959448;2869;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Christina Shaw;feminino;dinheiro
2024-09-29 08:26:53.169533;2870;Osasco;Juliana Costa;"Smart TV 50"" 4K";Elizabeth Henriquez;feminino;credito
2024-09-29 10:24:07.004782;2871;Osasco;Juliana Costa;Caixa de Som Bluetooth;Jeffrey Mays;masculino;pix
